Suburb,Address,Rooms,Type,Method,Date,Distance from CBD,Postcode,Bedroom2,Bathroom,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,Landsize_winsorized,Price_winsorized,PricePerSquareMeter
Clifton Hill,12 Kiewa St,2,house,SP,10/12/2016,3.4,3068.0,2.0,1.0,Yarra,-37.7924,145.0002,Northern Metropolitan,2954.0,197.0,1417000.0,7192.893401015229
Clifton Hill,40 Myrtle St,2,house,S,10/12/2016,3.4,3068.0,2.0,1.0,Yarra,-37.7912,144.9967,Northern Metropolitan,2954.0,164.0,1290000.0,7865.8536585365855
Clifton Hill,195 Gold St,3,house,S,12/11/2016,3.4,3068.0,3.0,2.0,Yarra,-37.7917,144.9902,Northern Metropolitan,2954.0,533.0,1226000.0,2300.187617260788
Clifton Hill,3/30 Edmund St,2,unit,S,13/08/2016,3.4,3068.0,2.0,1.0,Yarra,-37.7875,145.0049,Northern Metropolitan,2954.0,515.0,495000.0,961.1650485436893
Clifton Hill,4/56 John St,1,unit,VB,13/08/2016,3.4,3068.0,1.0,1.0,Yarra,-37.7873,144.9958,Northern Metropolitan,2954.0,533.0,325000.0,609.7560975609756
Clifton Hill,11 Page St,3,house,S,13/08/2016,3.4,3068.0,3.0,2.0,Yarra,-37.7921,144.9898,Northern Metropolitan,2954.0,176.0,1370000.0,7784.090909090909
Clifton Hill,36 Ogrady St,2,house,S,15/10/2016,3.4,3068.0,2.0,1.0,Yarra,-37.787,144.9988,Northern Metropolitan,2954.0,251.0,1620000.0,6454.183266932271
Clifton Hill,69 Field St,3,house,SP,16/07/2016,3.4,3068.0,3.0,3.0,Yarra,-37.7928,145.0021,Northern Metropolitan,2954.0,142.0,1180000.0,8309.859154929578
Clifton Hill,40 Spensley St,2,house,S,17/09/2016,3.4,3068.0,2.0,1.0,Yarra,-37.7882,144.9984,Northern Metropolitan,2954.0,219.0,1405000.0,6415.525114155251
Clifton Hill,2A Council St,2,house,VB,18/03/2017,3.4,3068.0,2.0,1.0,Yarra,-37.7923,144.9858,Northern Metropolitan,2954.0,100.0,880000.0,8800.0
Clifton Hill,31 Fenwick St,2,house,VB,18/03/2017,3.4,3068.0,2.0,1.0,Yarra,-37.7892,144.9999,Northern Metropolitan,2954.0,156.0,1450000.0,9294.871794871795
Clifton Hill,104 Noone St,2,house,S,18/03/2017,3.4,3068.0,2.0,1.0,Yarra,-37.7936,144.995,Northern Metropolitan,2954.0,170.0,856000.0,5035.294117647059
Clifton Hill,7/37 Groom St,2,unit,S,18/06/2016,3.4,3068.0,2.0,2.0,Yarra,-37.7937,144.9983,Northern Metropolitan,2954.0,533.0,885500.0,1661.3508442776736
Clifton Hill,49 Fenwick St,3,house,S,19/11/2016,3.4,3068.0,3.0,2.0,Yarra,-37.7884,145.0,Northern Metropolitan,2954.0,201.0,1680000.0,8358.208955223881
Clifton Hill,1 John St,2,house,S,22/05/2016,3.4,3068.0,2.0,1.0,Yarra,-37.7898,144.9957,Northern Metropolitan,2954.0,103.0,730000.0,7087.378640776699
Clifton Hill,18 Barries Pl,3,townhouse,SP,24/09/2016,3.4,3068.0,3.0,3.0,Yarra,-37.7946,144.9989,Northern Metropolitan,2954.0,77.0,825000.0,12313.432835820895
Clifton Hill,1/493 Hoddle St,2,unit,SP,24/09/2016,3.4,3068.0,2.0,1.0,Yarra,-37.7931,144.9938,Northern Metropolitan,2954.0,533.0,533000.0,1000.0
Clifton Hill,20 Gordon St,2,house,S,25/02/2017,3.4,3068.0,2.0,1.0,Yarra,-37.7912,144.9963,Northern Metropolitan,2954.0,151.0,1430000.0,9470.19867549669
Clifton Hill,1/1 Marshall Pl,4,house,S,25/02/2017,3.4,3068.0,4.0,2.0,Yarra,-37.7885,144.9994,Northern Metropolitan,2954.0,162.0,1506000.0,9296.296296296296
Clifton Hill,48 Council St,3,house,VB,26/07/2016,3.4,3068.0,3.0,1.0,Yarra,-37.7925,144.9877,Northern Metropolitan,2954.0,169.0,1150000.0,6804.733727810651
Clifton Hill,3 Hodgkinson St,3,house,S,27/06/2016,3.4,3068.0,3.0,1.0,Yarra,-37.7921,144.9858,Northern Metropolitan,2954.0,118.0,1360000.0,11525.42372881356
Clifton Hill,53 John St,2,townhouse,VB,28/08/2016,3.4,3068.0,2.0,1.0,Yarra,-37.7873,144.9961,Northern Metropolitan,2954.0,533.0,640000.0,1200.750469043152
Coburg,29 Molesworth St,2,house,SP,3/09/2016,7.8,3058.0,2.0,1.0,Moreland,-37.735,144.9589,Northern Metropolitan,11204.0,371.0,850000.0,2291.1051212938005
Coburg,10 Shackell St,3,house,S,3/09/2016,7.8,3058.0,2.0,1.0,Moreland,-37.7427,144.952,Northern Metropolitan,11204.0,286.0,784000.0,2741.2587412587413
Coburg,37 Elizabeth St,3,house,S,3/12/2016,7.8,3058.0,3.0,1.0,Moreland,-37.7391,144.9812,Northern Metropolitan,11204.0,702.0,680000.0,968.6609686609687
Coburg,38 Harding St,4,house,S,3/12/2016,7.8,3058.0,4.0,1.0,Moreland,-37.7456,144.9696,Northern Metropolitan,11204.0,596.0,1221000.0,2048.6577181208054
Coburg,1/58 Moore St,2,townhouse,S,3/12/2016,7.8,3058.0,2.0,2.0,Moreland,-37.7546,144.9713,Northern Metropolitan,11204.0,533.0,807000.0,1514.0712945590994
Coburg,181 Munro St,3,house,S,3/12/2016,7.8,3058.0,3.0,1.0,Moreland,-37.7435,144.9507,Northern Metropolitan,11204.0,371.0,790000.0,2129.380053908356
Coburg,43 Ohea St,4,house,S,3/12/2016,7.8,3058.0,4.0,2.0,Moreland,-37.7374,144.9617,Northern Metropolitan,11204.0,295.0,955000.0,3237.2881355932204
Coburg,8 Watchtower Rd,3,house,PI,4/02/2016,7.8,3058.0,3.0,1.0,Moreland,-37.7382,144.97299999999996,Northern Metropolitan,11204.0,142.0,675000.0,4753.521126760564
Coburg,12 Hardwick St,3,house,S,4/03/2017,7.8,3058.0,3.0,2.0,Moreland,-37.7494,144.9686,Northern Metropolitan,11204.0,278.0,1010000.0,3633.093525179856
Coburg,3 Mavis St,3,house,S,4/03/2017,7.8,3058.0,3.0,2.0,Moreland,-37.7493,144.9559,Northern Metropolitan,11204.0,423.0,1202000.0,2841.6075650118205
Coburg,243 Moreland Rd,3,house,S,4/03/2017,7.8,3058.0,3.0,1.0,Moreland,-37.7549,144.9611,Northern Metropolitan,11204.0,233.0,1370000.0,5879.828326180257
Coburg,61 Murray Rd,2,house,S,4/03/2017,7.8,3058.0,2.0,1.0,Moreland,-37.7358,144.9801,Northern Metropolitan,11204.0,533.0,550000.0,1031.8949343339586
Coburg,45 Portland St,3,house,VB,4/03/2017,7.8,3058.0,3.0,2.0,Moreland,-37.744,144.9501,Northern Metropolitan,11204.0,370.0,1000000.0,2702.7027027027025
Coburg,6 Stawell St,3,house,S,4/03/2017,7.8,3058.0,3.0,1.0,Moreland,-37.7364,144.96,Northern Metropolitan,11204.0,386.0,935500.0,2423.5751295336786
Coburg,35 The Grove,8,unit,PI,4/03/2017,7.8,3058.0,4.0,2.0,Moreland,-37.7517,144.9699,Northern Metropolitan,11204.0,983.0,2250000.0,2288.911495422177
Coburg,171 Moreland Rd,4,house,PI,4/06/2016,7.8,3058.0,3.0,1.0,Moreland,-37.7555,144.9658,Northern Metropolitan,11204.0,536.0,300000.0,270.5223880597015
Coburg,191 Ohea St,4,house,S,4/06/2016,7.8,3058.0,3.0,2.0,Moreland,-37.7363,144.9507,Northern Metropolitan,11204.0,439.0,905000.0,2061.503416856492
Coburg,33 Wellington St,3,house,S,4/06/2016,7.8,3058.0,3.0,1.0,Moreland,-37.7416,144.9582,Northern Metropolitan,11204.0,283.0,860000.0,3038.86925795053
Coburg,16 Linda St,2,house,S,6/08/2016,7.8,3058.0,2.0,1.0,Moreland,-37.7508,144.9608,Northern Metropolitan,11204.0,170.0,953000.0,5605.882352941177
Coburg,6 Shackell St,2,house,SP,6/08/2016,7.8,3058.0,2.0,1.0,Moreland,-37.7429,144.952,Northern Metropolitan,11204.0,280.0,735000.0,2625.0
Coburg,15/1 Manna Gum Ct,3,townhouse,PI,7/05/2016,7.8,3058.0,3.0,2.0,Moreland,-37.7372,144.9764,Northern Metropolitan,11204.0,533.0,550000.0,1031.8949343339586
Coburg,56 Rose St,3,house,VB,7/05/2016,7.8,3058.0,3.0,1.0,Moreland,-37.7432,144.9474,Northern Metropolitan,11204.0,576.0,1100000.0,1909.7222222222222
Coburg,27 Higinbotham St,3,house,S,7/11/2016,7.8,3058.0,3.0,1.0,Moreland,-37.735,144.9581,Northern Metropolitan,11204.0,372.0,947000.0,2545.6989247311826
Coburg,2/6 McKay St,2,unit,SP,7/11/2016,7.8,3058.0,2.0,1.0,Moreland,-37.7405,144.9644,Northern Metropolitan,11204.0,533.0,500000.0,938.0863039399625
Coburg,2/58 Moore St,3,townhouse,S,7/11/2016,7.8,3058.0,3.0,2.0,Moreland,-37.7546,144.9713,Northern Metropolitan,11204.0,263.0,865000.0,3288.9733840304184
Coburg,7/13 Clarendon St,2,unit,S,8/10/2016,7.8,3058.0,2.0,1.0,Moreland,-37.7527,144.9522,Northern Metropolitan,11204.0,533.0,466000.0,874.2964352720451
Coburg,3/58 Moore St,3,townhouse,VB,8/10/2016,7.8,3058.0,3.0,2.0,Moreland,-37.7546,144.9713,Northern Metropolitan,11204.0,255.0,740000.0,2901.9607843137255
Coburg,105 Moreland Rd,3,house,S,8/10/2016,7.8,3058.0,3.0,1.0,Moreland,-37.7561,144.9718,Northern Metropolitan,11204.0,370.0,812000.0,2194.5945945945946
Coburg,107 Moreland Rd,3,house,S,8/10/2016,7.8,3058.0,3.0,1.0,Moreland,-37.7561,144.9716,Northern Metropolitan,11204.0,378.0,766000.0,2026.4550264550264
Coburg,109 Moreland Rd,3,house,S,8/10/2016,7.8,3058.0,2.0,1.0,Moreland,-37.7561,144.9715,Northern Metropolitan,11204.0,374.0,825000.0,2205.8823529411766
Coburg,2 Quarry Cct,4,house,S,8/10/2016,7.8,3058.0,4.0,2.0,Moreland,-37.7359,144.9711,Northern Metropolitan,11204.0,494.0,1131000.0,2289.4736842105262
Coburg,114 Reynard St,3,house,SP,8/10/2016,7.8,3058.0,3.0,2.0,Moreland,-37.7478,144.9583,Northern Metropolitan,11204.0,417.0,1064000.0,2551.558752997602
Coburg,3/262 Reynard St,2,townhouse,PI,8/10/2016,7.8,3058.0,2.0,2.0,Moreland,-37.7466,144.9482,Northern Metropolitan,11204.0,114.0,610000.0,5350.877192982456
Coburg,60 Glengyle St,3,house,S,10/09/2016,7.8,3058.0,3.0,1.0,Moreland,-37.7544,144.9764,Northern Metropolitan,11204.0,379.0,1210000.0,3192.612137203166
Coburg,8/6 McKay St,2,unit,S,10/09/2016,7.8,3058.0,2.0,1.0,Moreland,-37.7405,144.9644,Northern Metropolitan,11204.0,533.0,434000.0,814.2589118198874
Coburg,4/44 Victoria St,2,unit,SP,10/09/2016,7.8,3058.0,2.0,1.0,Moreland,-37.7422,144.9606,Northern Metropolitan,11204.0,129.0,653000.0,5062.015503875969
Coburg,2/118 Bruce St,3,townhouse,S,10/12/2016,7.8,3058.0,3.0,1.0,Moreland,-37.7403,144.9491,Northern Metropolitan,11204.0,119.0,640000.0,5378.151260504202
Coburg,31 Elizabeth St,2,house,S,10/12/2016,7.8,3058.0,2.0,1.0,Moreland,-37.7402,144.9807,Northern Metropolitan,11204.0,597.0,820000.0,1373.5343383584589
Coburg,7 Gladstone St,4,house,S,10/12/2016,7.8,3058.0,4.0,1.0,Moreland,-37.7433,144.9762,Northern Metropolitan,11204.0,613.0,1250000.0,2039.1517128874389
Coburg,21 Governors Rd,5,house,S,10/12/2016,7.8,3058.0,5.0,3.0,Moreland,-37.7376,144.9726,Northern Metropolitan,11204.0,390.0,1335000.0,3423.076923076923
Coburg,56 The Grove,6,house,VB,10/12/2016,7.8,3058.0,6.0,2.0,Moreland,-37.7523,144.9725,Northern Metropolitan,11204.0,1060.0,1900000.0,1792.4528301886792
Coburg,5 Donne St,3,house,S,12/11/2016,7.8,3058.0,3.0,1.0,Moreland,-37.753,144.9485,Northern Metropolitan,11204.0,464.0,1090000.0,2349.137931034483
Coburg,41 Service St,3,house,SP,12/11/2016,7.8,3058.0,3.0,1.0,Moreland,-37.7379,144.9623,Northern Metropolitan,11204.0,735.0,1130000.0,1537.4149659863945
Coburg,1 Sutherland St,4,house,S,12/11/2016,7.8,3058.0,4.0,2.0,Moreland,-37.7402,144.9607,Northern Metropolitan,11204.0,480.0,1145000.0,2385.4166666666665
Coburg,38 Budds St,2,townhouse,SP,13/08/2016,7.8,3058.0,2.0,1.0,Moreland,-37.7427,144.9711,Northern Metropolitan,11204.0,138.0,657000.0,4760.869565217391
Coburg,1e The Avenue,3,house,S,14/05/2016,7.8,3058.0,3.0,2.0,Moreland,-37.7517,144.963,Northern Metropolitan,11204.0,107.0,763000.0,7130.841121495327
Coburg,53 Hawthorn St,2,house,S,15/10/2016,7.8,3058.0,2.0,1.0,Moreland,-37.7484,144.9521,Northern Metropolitan,11204.0,253.0,903000.0,3569.1699604743085
Coburg,4 Miller St,3,house,S,15/10/2016,7.8,3058.0,3.0,1.0,Moreland,-37.75,144.9695,Northern Metropolitan,11204.0,431.0,1000000.0,2320.185614849188
Coburg,13 Shaftsbury St,4,house,SP,15/10/2016,7.8,3058.0,3.0,2.0,Moreland,-37.7529,144.9534,Northern Metropolitan,11204.0,482.0,1742000.0,3614.1078838174276
Coburg,12 Gordon St,4,house,S,16/04/2016,7.8,3058.0,4.0,1.0,Moreland,-37.7525,144.94799999999995,Northern Metropolitan,11204.0,452.0,865000.0,1913.716814159292
Coburg,11/5 Industry La,2,unit,VB,16/04/2016,7.8,3058.0,2.0,2.0,Moreland,-37.7367,144.9701,Northern Metropolitan,11204.0,533.0,485000.0,909.9437148217636
Coburg,23 Berry St,3,house,S,16/07/2016,7.8,3058.0,3.0,2.0,Moreland,-37.7464,144.959,Northern Metropolitan,11204.0,405.0,1278000.0,3155.5555555555557
Coburg,4/93 Harding St,3,townhouse,VB,17/09/2016,7.8,3058.0,3.0,2.0,Moreland,-37.7458,144.9751,Northern Metropolitan,11204.0,533.0,590000.0,1106.9418386491557
Coburg,45 Kerferd St,4,house,SP,17/09/2016,7.8,3058.0,4.0,2.0,Moreland,-37.7337,144.9548,Northern Metropolitan,11204.0,381.0,1000000.0,2624.6719160104985
Coburg,15/1 Manna Gum Ct,3,townhouse,PI,17/09/2016,7.8,3058.0,3.0,2.0,Moreland,-37.7372,144.9764,Northern Metropolitan,11204.0,533.0,590000.0,1106.9418386491557
Coburg,3 Phillips St,3,house,S,17/09/2016,7.8,3058.0,3.0,1.0,Moreland,-37.7504,144.9537,Northern Metropolitan,11204.0,404.0,1030000.0,2549.5049504950493
Coburg,19 Audley St,4,house,S,18/03/2017,7.8,3058.0,4.0,3.0,Moreland,-37.7501,144.96200000000005,Northern Metropolitan,11204.0,420.0,1136000.0,2704.7619047619046
Coburg,13 Carron St,2,townhouse,S,18/03/2017,7.8,3058.0,2.0,1.0,Moreland,-37.7516,144.9623,Northern Metropolitan,11204.0,97.0,635000.0,6546.3917525773195
Coburg,196 Ohea St,3,house,S,18/03/2017,7.8,3058.0,3.0,1.0,Moreland,-37.7359,144.9502,Northern Metropolitan,11204.0,527.0,1061000.0,2013.2827324478178
Coburg,9 Vincent St,4,house,S,18/03/2017,7.8,3058.0,4.0,1.0,Moreland,-37.7431,144.95600000000005,Northern Metropolitan,11204.0,370.0,1155000.0,3121.6216216216217
Coburg,6 Farm Rd,4,house,PI,18/06/2016,7.8,3058.0,3.0,2.0,Moreland,-37.7362,144.9714,Northern Metropolitan,11204.0,312.0,650000.0,2083.3333333333335
Coburg,89 Gordon St,3,house,S,18/06/2016,7.8,3058.0,3.0,2.0,Moreland,-37.7477,144.9483,Northern Metropolitan,11204.0,435.0,1286000.0,2956.32183908046
Coburg,31 Hardwick St,3,house,S,18/06/2016,7.8,3058.0,3.0,1.0,Moreland,-37.7493,144.9701,Northern Metropolitan,11204.0,255.0,885000.0,3470.5882352941176
Coburg,13 Hudson St,4,house,PI,18/06/2016,7.8,3058.0,4.0,2.0,Moreland,-37.7436,144.96200000000005,Northern Metropolitan,11204.0,371.0,1160000.0,3126.6846361185985
Coburg,203 Munro St,4,house,S,18/06/2016,7.8,3058.0,4.0,1.0,Moreland,-37.7432,144.9481,Northern Metropolitan,11204.0,856.0,1400000.0,1635.5140186915887
Coburg,403/19 Pentridge Bvd,2,unit,SP,18/06/2016,7.8,3058.0,2.0,2.0,Moreland,-37.7379,144.9683,Northern Metropolitan,11204.0,533.0,470000.0,881.8011257035647
Coburg,8 Gilbert St,3,house,S,19/11/2016,7.8,3058.0,3.0,2.0,Moreland,-37.7471,144.9579,Northern Metropolitan,11204.0,407.0,1260000.0,3095.8230958230956
Coburg,1/33 Sheffield St,2,house,SP,19/11/2016,7.8,3058.0,2.0,1.0,Moreland,-37.7464,144.9676,Northern Metropolitan,11204.0,157.0,920000.0,5859.872611464968
Coburg,52 Stawell St,3,house,S,19/11/2016,7.8,3058.0,3.0,1.0,Moreland,-37.734,144.9603,Northern Metropolitan,11204.0,385.0,841000.0,2184.4155844155844
Coburg,4/2 Vincent St,2,unit,S,19/11/2016,7.8,3058.0,2.0,1.0,Moreland,-37.7435,144.9563,Northern Metropolitan,11204.0,533.0,537500.0,1008.4427767354597
Coburg,59 Moore St,2,house,S,22/08/2016,7.8,3058.0,2.0,1.0,Moreland,-37.7543,144.9717,Northern Metropolitan,11204.0,520.0,1130000.0,2173.076923076923
Coburg,5/39 Service St,2,townhouse,S,22/08/2016,7.8,3058.0,2.0,1.0,Moreland,-37.7379,144.9617,Northern Metropolitan,11204.0,108.0,598000.0,5537.037037037037
Coburg,2 Walsh St,3,house,S,22/08/2016,7.8,3058.0,3.0,2.0,Moreland,-37.7481,144.9663,Northern Metropolitan,11204.0,293.0,1120000.0,3822.5255972696245
Coburg,24 Webb St,3,house,S,22/08/2016,7.8,3058.0,3.0,1.0,Moreland,-37.735,144.9558,Northern Metropolitan,11204.0,371.0,870000.0,2345.013477088949
Coburg,27 Bruce St,3,house,PI,23/04/2016,7.8,3058.0,2.0,1.0,Moreland,-37.7448,144.9478,Northern Metropolitan,11204.0,462.0,680000.0,1471.861471861472
Coburg,185 Moreland Rd,1,house,S,23/04/2016,7.8,3058.0,1.0,1.0,Moreland,-37.7554,144.9648,Northern Metropolitan,11204.0,108.0,482500.0,4467.592592592592
Coburg,155 Nicholson St,3,house,S,23/04/2016,7.8,3058.0,3.0,1.0,Moreland,-37.7459,144.9773,Northern Metropolitan,11204.0,577.0,825000.0,1429.8093587521664
Coburg,11 Station St,3,house,S,23/04/2016,7.8,3058.0,3.0,1.0,Moreland,-37.7539,144.9612,Northern Metropolitan,11204.0,238.0,725000.0,3046.218487394958
Coburg,144 The Avenue,4,house,VB,23/04/2016,7.8,3058.0,4.0,3.0,Moreland,-37.7537,144.9766,Northern Metropolitan,11204.0,515.0,1250000.0,2427.1844660194174
Coburg,2 Franklin St,2,house,S,24/09/2016,7.8,3058.0,2.0,1.0,Moreland,-37.7505,144.9725,Northern Metropolitan,11204.0,457.0,1008000.0,2205.6892778993433
Coburg,3/20 Loch St,2,townhouse,S,24/09/2016,7.8,3058.0,2.0,2.0,Moreland,-37.7474,144.9621,Northern Metropolitan,11204.0,77.0,599000.0,7881.578947368421
Coburg,50a Rennie St,2,house,S,24/09/2016,7.8,3058.0,2.0,1.0,Moreland,-37.7509,144.9696,Northern Metropolitan,11204.0,483.0,860000.0,1780.5383022774326
Coburg,1 Shaftsbury St,4,house,SP,24/09/2016,7.8,3058.0,4.0,1.0,Moreland,-37.7537,144.9532,Northern Metropolitan,11204.0,488.0,990000.0,2028.688524590164
Coburg,3/30 Shaftsbury St,2,unit,S,24/09/2016,7.8,3058.0,2.0,1.0,Moreland,-37.752,144.954,Northern Metropolitan,11204.0,533.0,451000.0,846.1538461538462
Coburg,211 Bell St,2,house,S,25/02/2017,7.8,3058.0,2.0,2.0,Moreland,-37.7404,144.9559,Northern Metropolitan,11204.0,339.0,635000.0,1873.156342182891
Coburg,15 Hardwick St,5,house,PI,25/02/2017,7.8,3058.0,5.0,2.0,Moreland,-37.7492,144.969,Northern Metropolitan,11204.0,381.0,1020000.0,2677.165354330709
Coburg,6 Hardwick St,3,house,S,25/02/2017,7.8,3058.0,3.0,1.0,Moreland,-37.7494,144.9681,Northern Metropolitan,11204.0,169.0,967000.0,5721.89349112426
Coburg,32A Kelson St,3,house,VB,25/02/2017,7.8,3058.0,3.0,1.0,Moreland,-37.7408,144.9558,Northern Metropolitan,11204.0,336.0,1025000.0,3050.595238095238
Coburg,37 Kelson St,3,house,SP,25/02/2017,7.8,3058.0,3.0,1.0,Moreland,-37.7406,144.9555,Northern Metropolitan,11204.0,138.0,700000.0,5072.463768115942
Coburg,48 Murray St,3,house,S,25/02/2017,7.8,3058.0,3.0,1.0,Moreland,-37.7382,144.9563,Northern Metropolitan,11204.0,206.0,1130000.0,5485.436893203883
Coburg,25a Ohea St,3,house,SA,25/02/2017,7.8,3058.0,3.0,1.0,Moreland,-37.7376,144.9638,Northern Metropolitan,11204.0,385.0,835000.0,2168.8311688311687
Coburg,212 Reynard St,4,house,S,25/02/2017,7.8,3058.0,4.0,1.0,Moreland,-37.7473,144.9528,Northern Metropolitan,11204.0,531.0,1075000.0,2024.482109227872
Coburg,96 Reynard St,3,house,S,25/02/2017,7.8,3058.0,3.0,1.0,Moreland,-37.74800000000001,144.9603,Northern Metropolitan,11204.0,221.0,845000.0,3823.529411764706
Coburg,2/618 Sydney Rd,3,townhouse,S,25/02/2017,7.8,3058.0,3.0,1.0,Moreland,-37.736,144.9665,Northern Metropolitan,11204.0,102.0,600000.0,5882.35294117647
Coburg,185 The Avenue,4,house,S,25/02/2017,7.8,3058.0,4.0,2.0,Moreland,-37.7535,144.9779,Northern Metropolitan,11204.0,571.0,1461000.0,2558.6690017513133
Coburg,14 Rose St,4,house,PI,26/07/2016,7.8,3058.0,4.0,2.0,Moreland,-37.7456,144.9469,Northern Metropolitan,11204.0,77.0,1150000.0,26744.18604651163
Coburg,3/19 Chandos St,2,unit,S,27/06/2016,7.8,3058.0,2.0,1.0,Moreland,-37.7474,144.9608,Northern Metropolitan,11204.0,533.0,515000.0,966.2288930581614
Coburg,124 Ohea St,3,house,PI,27/06/2016,7.8,3058.0,4.0,1.0,Moreland,-37.7366,144.9564,Northern Metropolitan,11204.0,408.0,770000.0,1887.2549019607843
Coburg,5/228 Reynard St,2,house,S,27/06/2016,7.8,3058.0,2.0,1.0,Moreland,-37.747,144.9515,Northern Metropolitan,11204.0,500.0,472000.0,944.0
Coburg,32 Rose St,2,house,S,27/06/2016,7.8,3058.0,2.0,1.0,Moreland,-37.7445,144.9471,Northern Metropolitan,11204.0,545.0,901000.0,1653.211009174312
Coburg,9 Sargood St,2,house,S,27/06/2016,7.8,3058.0,2.0,1.0,Moreland,-37.7477,144.9647,Northern Metropolitan,11204.0,167.0,642000.0,3844.311377245509
Coburg,1/51 The Grove,2,house,S,27/06/2016,7.8,3058.0,2.0,1.0,Moreland,-37.7519,144.9721,Northern Metropolitan,11204.0,533.0,605000.0,1135.0844277673546
Coburg,3/117 Gordon St,3,townhouse,S,27/11/2016,7.8,3058.0,3.0,1.0,Moreland,-37.7454,144.9487,Northern Metropolitan,11204.0,116.0,687000.0,5922.413793103448
Coburg,100 Reynard St,4,house,PI,27/11/2016,7.8,3058.0,4.0,2.0,Moreland,-37.74800000000001,144.9602,Northern Metropolitan,11204.0,307.0,975000.0,3175.8957654723126
Coburg,28 Rodda St,3,house,S,27/11/2016,7.8,3058.0,3.0,1.0,Moreland,-37.7434,144.9697,Northern Metropolitan,11204.0,309.0,985000.0,3187.7022653721683
Coburg,38 Soudan St,3,house,S,27/11/2016,7.8,3058.0,3.0,1.0,Moreland,-37.7388,144.9529,Northern Metropolitan,11204.0,459.0,835000.0,1819.1721132897603
Coburg,11 Vincent St,3,house,SP,27/11/2016,7.8,3058.0,3.0,2.0,Moreland,-37.743,144.95600000000005,Northern Metropolitan,11204.0,342.0,951000.0,2780.7017543859647
Coburg,9 Beckley St,3,house,S,28/05/2016,7.8,3058.0,3.0,1.0,Moreland,-37.7493,144.97799999999995,Northern Metropolitan,11204.0,563.0,1370000.0,2433.392539964476
Coburg,265 Bell St,2,house,VB,28/05/2016,7.8,3058.0,2.0,1.0,Moreland,-37.74,144.9516,Northern Metropolitan,11204.0,381.0,700000.0,1837.270341207349
Coburg,2/44 Berry St,3,townhouse,S,28/05/2016,7.8,3058.0,3.0,2.0,Moreland,-37.7461,144.9584,Northern Metropolitan,11204.0,213.0,810000.0,3802.8169014084506
Coburg,3/87 Gaffney St,2,unit,SP,28/05/2016,7.8,3058.0,2.0,1.0,Moreland,-37.7336,144.9597,Northern Metropolitan,11204.0,533.0,445000.0,834.8968105065666
Coburg,13 Kaye Ct,4,house,S,28/05/2016,7.8,3058.0,4.0,1.0,Moreland,-37.7369,144.9637,Northern Metropolitan,11204.0,576.0,838000.0,1454.861111111111
Coburg,2 McPherson St,2,house,S,28/05/2016,7.8,3058.0,2.0,1.0,Moreland,-37.7489,144.9598,Northern Metropolitan,11204.0,370.0,810000.0,2189.189189189189
Coburg,5 Saunders St,4,house,PI,28/05/2016,7.8,3058.0,4.0,1.0,Moreland,-37.7531,144.9504,Northern Metropolitan,11204.0,633.0,1150000.0,1816.7456556082147
Coburg,6 Younger St,4,house,SP,28/05/2016,7.8,3058.0,3.0,1.0,Moreland,-37.7432,144.9768,Northern Metropolitan,11204.0,412.0,931000.0,2259.7087378640776
Coburg,10/23 Baxter St,1,unit,S,28/08/2016,7.8,3058.0,1.0,1.0,Moreland,-37.7463,144.9635,Northern Metropolitan,11204.0,533.0,300000.0,452.1575984990619
Coburg,35 Campbell St,4,house,S,28/08/2016,7.8,3058.0,3.0,2.0,Moreland,-37.7534,144.9679,Northern Metropolitan,11204.0,394.0,1331000.0,3378.1725888324872
Coburg,40 Elizabeth St,1,house,SP,28/08/2016,7.8,3058.0,1.0,2.0,Moreland,-37.7373,144.9825,Northern Metropolitan,11204.0,807.0,1007000.0,1247.8314745972739
Coburg,29 Hardwick St,2,house,S,28/08/2016,7.8,3058.0,2.0,1.0,Moreland,-37.7493,144.97,Northern Metropolitan,11204.0,263.0,981000.0,3730.0380228136883
Coburg,18 Industry La,2,townhouse,S,28/08/2016,7.8,3058.0,2.0,1.0,Moreland,-37.7367,144.9701,Northern Metropolitan,11204.0,533.0,570000.0,1069.4183864915572
Coburg,1/38 Victoria St,2,house,S,28/08/2016,7.8,3058.0,2.0,1.0,Moreland,-37.7424,144.961,Northern Metropolitan,11204.0,113.0,500000.0,4424.778761061947
Coburg,12 Geake St,3,house,PI,30/07/2016,7.8,3058.0,3.0,2.0,Moreland,-37.7384,144.9617,Northern Metropolitan,11204.0,559.0,830000.0,1484.79427549195
Coburg,136 Gordon St,3,house,S,30/07/2016,7.8,3058.0,2.0,1.0,Moreland,-37.7443,144.9494,Northern Metropolitan,11204.0,537.0,1194500.0,2224.3947858472998
Coburg,44 Quarry Cct,2,unit,S,30/07/2016,7.8,3058.0,2.0,2.0,Moreland,-37.7363,144.9723,Northern Metropolitan,11204.0,533.0,425000.0,797.373358348968
Coburg,133 Rennie St,2,house,SP,30/07/2016,7.8,3058.0,2.0,1.0,Moreland,-37.7517,144.9795,Northern Metropolitan,11204.0,702.0,645000.0,918.8034188034188
Coburg North,38B Livingstone St,4,house,S,3/12/2016,9.2,3058.0,4.0,2.0,Moreland,-37.7246,144.9828,Northern Metropolitan,3445.0,661.0,895000.0,1354.0090771558246
